,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,type,city
13388,1,1,4.5,860,19,26,2043,600.0,1,8
13389,1,0,4.1,351,19,16,683,700.0,1,8
13390,1,0,3.9,176,19,73,518,650.0,1,8
13391,1,0,3.2,79,19,16,510,500.0,1,8
13393,1,0,3.8,159,19,16,591,400.0,1,8
13394,1,0,3.1,64,19,16,479,600.0,1,8
13395,0,0,3.3,4,19,20,513,300.0,1,8
13396,1,0,3.8,101,19,5,248,600.0,1,8
13397,1,0,3.0,119,19,16,607,700.0,1,8
13398,1,0,3.2,7,19,16,1166,300.0,1,8
13399,1,0,3.7,56,19,17,505,400.0,1,8
13400,0,0,3.7,28,19,16,601,900.0,1,8
13401,0,0,4.0,134,19,20,592,400.0,1,8
13402,0,0,3.9,117,19,16,550,700.0,1,8
13403,0,0,3.9,39,19,16,661,650.0,1,8
13404,1,0,3.3,4,19,16,604,400.0,1,8
13408,0,0,3.4,9,19,16,479,800.0,1,8
13411,1,0,2.8,43,19,16,510,600.0,1,8
13413,1,0,4.0,65,19,11,326,200.0,2,8
13414,1,1,3.8,88,19,24,1662,800.0,2,8
13416,1,0,3.0,546,79,36,1264,450.0,2,8
13420,1,0,3.9,23,19,86,1360,500.0,2,8
13423,1,0,3.7,152,19,14,294,200.0,2,8
13425,1,0,3.9,505,19,73,1983,250.0,2,8
13427,1,0,3.4,83,19,73,1653,300.0,2,8
13428,1,0,3.8,234,19,73,1714,400.0,2,8
13429,1,0,3.0,50,19,73,340,500.0,2,8
13431,1,0,3.2,234,19,86,2119,500.0,2,8
13432,1,1,4.0,960,19,73,1662,500.0,2,8
13433,1,0,4.2,564,19,86,1918,500.0,2,8
13434,1,0,3.6,216,19,24,1748,500.0,2,8
13435,1,0,4.1,150,19,73,1120,200.0,2,8
13436,1,0,3.1,1365,19,24,158,700.0,2,8
13437,1,0,3.8,303,19,73,782,300.0,2,8
13438,1,0,3.6,108,19,73,50,400.0,2,8
13440,1,0,3.8,560,19,73,462,600.0,2,8
13442,1,0,4.0,65,19,11,326,200.0,2,8
13443,1,0,3.5,146,19,24,50,700.0,2,8
13444,1,1,3.5,60,19,73,442,400.0,2,8
13445,1,1,4.5,860,19,26,2043,600.0,2,8
13446,1,0,4.0,231,19,36,1174,300.0,2,8
13447,1,0,3.7,945,19,73,340,500.0,2,8
13448,1,0,3.5,154,19,11,290,300.0,2,8
13449,1,0,4.0,2043,19,24,419,800.0,2,8
13450,1,0,3.6,539,19,24,400,800.0,2,8
13451,1,0,4.0,117,19,73,695,300.0,2,8
13452,1,0,3.6,332,19,73,1662,250.0,2,8
13453,1,0,4.0,138,25,36,1649,500.0,2,8
13454,1,0,4.1,351,19,16,683,700.0,2,8
13455,1,0,3.7,570,19,73,1662,300.0,2,8
13456,1,0,4.1,349,19,36,335,650.0,2,8
13457,1,0,3.9,145,19,73,2100,600.0,2,8
13458,1,0,3.8,70,19,73,2253,350.0,2,8
13459,1,0,4.0,593,19,73,1289,400.0,2,8
13460,1,0,3.9,682,19,73,461,450.0,2,8
13461,1,1,3.8,490,19,24,351,500.0,2,8
13462,1,0,3.4,6,19,73,1662,300.0,2,8
13463,1,0,3.2,231,19,73,1836,400.0,2,8
13464,1,0,3.7,82,19,73,2239,300.0,2,8
13465,1,1,3.7,50,19,24,406,600.0,2,8
13466,1,0,3.4,35,19,73,52,400.0,2,8
13467,1,1,3.8,88,19,24,1662,800.0,2,8
13468,1,0,3.8,571,19,24,1425,600.0,2,8
13469,1,0,3.8,62,19,73,2164,200.0,2,8
13470,1,0,3.6,88,19,73,1684,400.0,2,8
13471,1,0,3.6,25,19,73,782,300.0,2,8
13472,1,0,3.4,52,19,50,50,500.0,2,8
13473,1,0,3.8,237,19,73,1296,400.0,2,8
13474,1,0,3.6,14,19,73,2239,250.0,2,8
13475,1,0,2.7,17,19,86,369,300.0,2,8
13476,1,0,4.0,159,19,73,265,400.0,2,8
13477,1,0,3.7,130,19,73,786,400.0,2,8
13478,1,0,3.2,120,19,73,2049,750.0,2,8
13479,1,0,3.8,270,19,73,2049,500.0,2,8
13480,1,0,3.5,73,19,73,1597,400.0,2,8
13481,1,0,3.4,275,19,73,795,450.0,2,8
13482,1,0,3.8,478,19,73,1668,400.0,2,8
13483,1,0,2.7,158,19,73,1460,500.0,2,8
13484,1,0,3.0,81,19,24,435,600.0,2,8
13485,1,0,2.9,78,19,73,2293,150.0,2,8
13486,1,0,4.1,209,19,13,290,400.0,2,8
13487,1,0,2.9,24,19,24,1597,600.0,2,8
13488,1,0,3.9,25,19,14,2344,250.0,2,8
13489,1,0,3.6,39,19,11,309,200.0,2,8
13490,1,0,4.0,371,19,36,1108,450.0,2,8
13491,1,0,3.7,95,19,73,751,400.0,2,8
13492,1,0,3.4,173,19,24,127,650.0,2,8
13493,1,1,4.2,1134,19,24,1824,800.0,2,8
13494,1,0,4.0,262,19,73,2247,250.0,2,8
13495,1,0,3.7,522,19,24,54,450.0,2,8
13496,1,0,3.3,46,19,73,93,250.0,2,8
13497,1,0,4.1,93,19,36,1527,600.0,2,8
13498,1,0,3.3,211,19,24,1716,550.0,2,8
13500,1,0,3.8,307,19,73,754,250.0,2,8
13501,1,0,3.7,69,19,73,1411,250.0,2,8
13502,1,0,3.8,60,19,0,230,400.0,2,8
13503,1,0,3.5,9,19,85,2236,300.0,2,8
13504,1,0,4.0,407,19,82,2017,250.0,2,8
13505,1,0,3.9,45,19,73,49,400.0,2,8
13506,1,1,4.3,1386,19,24,1730,900.0,2,8
13507,1,0,3.6,13,19,36,1621,450.0,2,8
13508,1,0,4.0,55,25,36,2033,750.0,2,8
13509,1,0,4.0,220,19,73,811,300.0,2,8
13510,1,0,3.5,22,19,73,382,300.0,2,8
13512,1,0,3.6,98,19,24,1675,700.0,2,8
13514,1,0,3.8,50,19,73,782,400.0,2,8
13515,1,0,3.1,273,19,73,2048,400.0,2,8
13516,1,0,3.9,81,19,36,230,500.0,2,8
13517,1,0,4.0,162,19,73,2295,300.0,2,8
13518,1,0,3.6,15,19,73,1597,300.0,2,8
13524,1,0,3.2,79,19,16,510,500.0,2,8
13525,1,0,3.8,12,19,37,1041,250.0,2,8
13526,1,0,2.9,244,19,73,260,400.0,2,8
13527,1,0,2.7,53,19,86,1693,400.0,2,8
13528,1,0,3.4,16,19,73,1844,200.0,2,8
13529,1,0,4.0,426,19,73,2296,150.0,2,8
13530,1,0,3.9,678,19,24,415,800.0,2,8
13531,1,0,3.7,294,19,24,1744,500.0,2,8
13532,1,0,3.6,399,19,24,1616,700.0,2,8
13533,1,1,3.9,418,19,24,2152,800.0,2,8
13534,1,0,3.8,50,19,86,1949,400.0,2,8
13535,1,0,3.6,20,19,82,2018,500.0,2,8
13536,1,0,3.6,10,19,73,1189,300.0,2,8
13537,1,0,3.8,514,19,24,832,750.0,2,8
13538,1,0,3.2,9,19,24,401,500.0,2,8
13540,1,0,3.7,255,19,73,1786,350.0,2,8
13541,1,0,3.7,110,19,73,1195,400.0,2,8
13542,1,0,3.8,108,19,50,1310,250.0,2,8
13544,1,0,3.2,75,19,16,601,900.0,2,8
13545,1,0,3.2,66,19,73,1120,200.0,2,8
13546,1,0,3.9,176,19,56,107,300.0,2,8
13547,1,0,3.6,10,19,11,294,400.0,2,8
13548,1,0,3.0,13,19,73,2116,300.0,2,8
13550,1,0,4.0,92,19,73,2213,400.0,2,8
13553,1,0,3.2,22,19,73,50,400.0,2,8
13554,1,0,3.5,148,19,24,1885,700.0,2,8
13555,1,0,2.8,44,19,73,2091,400.0,2,8
13556,1,1,3.2,426,19,24,1704,900.0,2,8
13557,1,0,3.6,75,19,73,1694,350.0,2,8
13558,1,0,3.5,40,19,36,350,400.0,2,8
13561,1,0,3.5,14,19,73,1189,200.0,2,8
13562,1,0,3.3,136,19,24,441,700.0,2,8
13563,1,0,3.9,93,19,24,934,400.0,2,8
13564,1,0,3.7,100,19,24,96,700.0,2,8
13565,1,0,3.8,67,19,73,2340,350.0,2,8
13567,1,0,3.6,19,19,73,747,300.0,2,8
13569,1,0,3.8,36,19,24,82,900.0,2,8
13570,1,0,3.6,33,19,73,1662,350.0,2,8
13571,1,0,3.3,22,19,86,788,400.0,2,8
13572,1,0,3.3,7,19,73,369,300.0,2,8
13573,1,0,2.9,34,19,86,1597,400.0,2,8
13574,1,0,3.6,163,19,24,1738,500.0,2,8
13575,1,0,3.2,63,19,24,781,400.0,2,8
13576,1,0,3.7,214,19,73,2164,300.0,2,8
13577,1,0,3.6,453,19,24,1597,600.0,2,8
13578,1,0,3.0,61,19,24,258,600.0,2,8
13579,1,0,3.0,58,19,73,754,200.0,2,8
13581,1,0,2.5,55,19,86,704,1000.0,2,8
13583,1,0,3.2,153,19,24,74,450.0,2,8
13585,1,0,3.8,42,19,24,1962,700.0,2,8
13586,1,1,4.2,800,19,24,1597,750.0,2,8
13587,1,0,3.4,23,19,24,2264,500.0,2,8
13589,1,0,3.5,9,19,73,2236,250.0,2,8
13590,1,0,3.8,159,19,16,591,400.0,2,8
13592,1,0,2.6,59,19,36,335,450.0,2,8
13594,1,0,3.8,101,19,5,248,600.0,2,8
13595,1,0,3.4,6,19,73,1597,250.0,2,8
13596,1,0,3.9,163,19,43,1061,250.0,2,8
13597,1,0,2.5,63,19,73,2164,300.0,2,8
13598,1,0,3.7,38,19,73,1597,400.0,2,8
13599,1,0,3.1,16,19,36,2343,200.0,2,8
13600,1,0,3.9,176,19,73,518,650.0,2,8
13602,1,0,3.2,6,19,73,1098,200.0,2,8
13603,1,0,3.5,18,19,73,704,250.0,2,8
13605,1,0,3.3,5,19,73,1570,400.0,2,8
13606,1,0,3.6,27,19,24,87,550.0,2,8
13607,1,0,3.9,56,19,73,45,600.0,2,8
13608,1,0,3.4,12,19,73,2173,300.0,2,8
13609,1,0,3.3,7,19,73,1541,150.0,2,8
13610,1,0,3.7,45,19,54,1662,500.0,2,8
13611,1,0,3.7,54,19,37,1310,450.0,2,8
13612,1,0,3.4,36,19,0,230,600.0,2,8
13613,1,0,3.3,23,19,0,222,400.0,2,8
13614,1,0,3.1,352,19,24,2255,400.0,2,8
13615,1,0,2.8,297,19,73,1694,600.0,2,8
13618,1,0,2.9,45,19,73,1724,400.0,2,8
13619,0,0,3.6,70,19,24,1963,800.0,2,8
13620,1,1,3.9,72,19,24,1662,600.0,2,8
13621,1,0,3.4,19,19,73,1120,500.0,2,8
13622,1,0,2.8,43,19,16,510,600.0,2,8
13623,1,0,3.5,13,19,73,1635,200.0,2,8
13625,1,0,3.1,44,19,73,1662,450.0,2,8
13628,1,0,3.7,61,19,37,1310,100.0,2,8
13630,1,1,4.0,537,19,7,1932,1500.0,2,8
13631,1,1,3.5,89,19,24,1668,1000.0,2,8
13633,0,1,4.3,1249,19,71,1001,1200.0,2,8
13634,1,0,2.7,39,19,86,1736,400.0,2,8
13636,1,0,3.8,108,19,73,1098,400.0,2,8
13637,1,0,3.7,56,19,17,505,400.0,2,8
13638,1,0,3.2,9,19,86,96,300.0,2,8
13639,1,0,3.1,4,19,73,1963,400.0,2,8
13640,1,0,2.7,76,19,86,815,500.0,2,8
13643,1,0,3.9,37,19,14,311,200.0,2,8
13644,1,0,3.1,127,19,0,230,500.0,2,8
13645,1,0,3.2,7,19,16,1166,300.0,2,8
13646,1,0,3.0,11,19,24,2164,400.0,2,8
13647,1,0,2.7,477,19,73,2049,400.0,2,8
13648,1,0,3.4,5,19,37,1041,200.0,2,8
13649,1,0,3.3,12,19,24,350,600.0,2,8
13650,1,0,3.6,55,19,50,1846,400.0,2,8
13651,1,0,3.4,22,19,0,222,350.0,2,8
13652,1,0,3.6,81,19,24,83,350.0,2,8
13653,0,1,3.8,473,19,24,59,650.0,2,8
13656,1,0,3.3,5,7,73,461,500.0,2,8
13657,1,0,3.9,40,19,73,1597,250.0,2,8
13659,0,0,3.3,6,19,73,1098,400.0,2,8
13662,1,0,3.9,33,19,73,2166,300.0,2,8
13663,1,0,3.4,19,19,24,1597,700.0,2,8
13664,1,0,3.9,417,19,73,2239,400.0,2,8
13665,1,0,3.7,28,19,11,324,150.0,2,8
13666,1,0,3.0,60,19,37,239,500.0,2,8
13669,1,0,2.9,380,19,24,1982,1000.0,2,8
13670,1,0,3.8,49,19,6,2021,1200.0,2,8
13671,0,0,3.9,31,19,11,294,400.0,2,8
13672,1,0,3.0,119,19,16,607,700.0,2,8
13674,1,0,3.2,14,19,5,230,400.0,2,8
13675,1,0,3.1,5,19,24,1662,500.0,2,8
13676,1,0,2.8,48,19,24,694,1000.0,2,8
13678,1,1,3.4,184,19,25,820,900.0,2,8
13679,0,0,3.4,7,19,73,1662,400.0,2,8
13681,1,0,3.7,91,19,0,251,200.0,2,8
13682,0,0,4.0,67,19,37,1310,200.0,2,8
13683,1,1,3.2,9,19,24,1859,600.0,2,8
13684,1,0,3.0,8,19,24,1180,1000.0,2,8
13685,0,0,3.6,74,19,24,1662,500.0,2,8
13686,1,0,3.7,10,19,73,1597,400.0,2,8
13687,1,0,3.5,17,19,73,2164,300.0,2,8
13688,0,0,3.4,7,19,24,1415,700.0,2,8
13689,0,0,3.5,11,19,73,1662,350.0,2,8
13690,1,0,3.2,4,19,86,1662,300.0,2,8
13692,0,0,3.3,4,19,73,1426,400.0,2,8
13695,1,0,3.3,6,19,24,1748,700.0,2,8
13698,0,0,3.6,18,19,25,70,600.0,2,8
13699,1,0,4.2,882,19,24,1014,1100.0,2,8
13700,0,0,3.5,13,19,73,2177,450.0,2,8
13701,0,0,2.7,23,19,73,1192,300.0,2,8
13703,0,1,3.5,49,19,57,1932,1500.0,2,8
13704,0,0,3.0,22,19,37,1530,250.0,2,8
13705,0,0,3.6,34,19,73,1597,400.0,2,8
13707,1,0,3.6,20,19,73,1135,400.0,2,8
13708,0,0,3.0,57,19,24,1663,1000.0,2,8
13709,0,0,3.1,83,19,24,1662,700.0,2,8
13710,1,0,3.5,12,19,73,1962,400.0,2,8
13711,0,0,3.6,14,19,73,706,350.0,2,8
13712,0,0,3.7,14,19,73,2293,100.0,2,8
13713,1,0,3.6,34,19,73,1662,250.0,2,8
13714,0,0,3.7,45,19,24,1662,500.0,2,8
13715,0,0,3.6,196,19,24,50,600.0,2,8
13716,0,0,3.5,134,19,73,370,200.0,2,8
13719,0,0,3.5,17,19,24,74,600.0,2,8
13721,0,1,3.7,74,19,25,740,1500.0,2,8
13722,1,0,3.4,10,19,73,1656,400.0,2,8
13723,0,0,3.6,33,19,24,782,500.0,2,8
13725,0,0,2.9,18,19,24,69,450.0,2,8
13726,0,0,3.3,9,19,73,1662,350.0,2,8
13727,0,0,4.0,134,19,20,592,400.0,2,8
13729,1,0,3.6,9,19,24,1672,550.0,2,8
13730,0,0,2.9,28,19,24,1732,550.0,2,8
13731,0,0,3.7,38,19,24,1662,500.0,2,8
13732,0,0,3.2,77,19,73,1877,450.0,2,8
13733,0,0,3.9,117,19,16,550,700.0,2,8
13738,0,0,3.0,29,19,73,1662,400.0,2,8
13739,0,0,3.5,11,19,24,2239,600.0,2,8
13740,0,0,3.1,5,19,73,1738,400.0,2,8
13741,0,0,3.3,6,19,73,425,250.0,2,8
13742,0,0,3.1,11,19,73,2191,550.0,2,8
13743,0,0,3.6,19,19,73,1432,400.0,2,8
13761,0,0,3.6,24,19,73,100,250.0,2,8
13762,0,0,3.7,56,19,24,2236,500.0,2,8
13770,0,0,3.2,6,19,0,230,400.0,2,8
13803,0,0,3.1,5,19,73,433,350.0,2,8
13804,0,0,3.5,24,19,73,401,150.0,2,8
13805,0,0,3.6,29,19,73,1597,150.0,2,8
13806,0,0,3.1,22,19,24,1949,1500.0,2,8
13807,0,0,3.3,16,19,62,49,200.0,2,8
13809,0,0,3.5,10,19,73,1662,350.0,2,8
13810,0,0,3.5,12,19,24,1709,800.0,2,8
13813,0,0,2.7,31,19,86,1597,400.0,2,8
13814,0,0,3.2,4,19,73,1760,300.0,2,8
13815,0,0,3.2,4,19,24,1949,700.0,2,8
13817,0,0,3.4,11,19,24,2164,700.0,2,8
13819,0,0,3.3,5,19,73,1662,300.0,2,8
13821,0,0,3.4,8,19,62,2164,200.0,2,8
13822,0,0,3.1,6,19,73,1641,350.0,2,8
13823,0,0,3.2,26,19,24,1662,450.0,2,8
13824,0,0,2.8,29,19,86,1662,600.0,2,8
13825,0,0,3.2,17,19,36,1597,400.0,2,8
13826,0,0,3.7,28,19,73,1662,300.0,2,8
13827,0,0,3.6,22,19,73,782,350.0,2,8
13828,0,0,2.9,126,19,73,2278,350.0,2,8
13829,0,0,3.3,6,19,30,68,1400.0,2,8
13831,0,0,3.3,5,19,73,1433,300.0,2,8
13833,0,0,3.3,4,19,86,49,400.0,2,8
13834,0,0,3.6,42,19,24,1443,600.0,2,8
13835,0,0,3.3,7,19,73,1268,250.0,2,8
13836,0,0,3.5,12,19,86,1949,300.0,2,8
13837,0,0,3.3,8,19,86,1662,500.0,2,8
13838,0,0,3.0,19,19,73,461,400.0,2,8
13840,0,0,3.4,7,19,24,106,500.0,2,8
13841,0,0,3.3,5,19,36,704,400.0,2,8
13842,0,0,3.5,8,19,24,1684,550.0,2,8
13843,0,0,3.3,8,19,73,1662,400.0,2,8
13844,0,0,3.1,9,19,24,2239,500.0,2,8
13845,0,0,3.2,4,19,37,1041,200.0,2,8
13846,0,0,3.4,6,19,24,758,500.0,2,8
13847,0,0,3.4,7,19,73,1662,300.0,2,8
13848,0,0,3.5,11,19,24,2236,450.0,2,8
13849,0,0,3.7,29,19,36,276,600.0,2,8
13850,0,0,3.1,7,19,73,704,300.0,2,8
13851,0,0,2.4,142,19,24,1597,450.0,2,8
13852,0,0,3.9,90,19,36,1030,400.0,2,8
13853,0,0,3.6,28,19,73,1662,200.0,2,8
13854,0,0,3.0,23,19,73,2307,400.0,2,8
13856,0,0,3.5,18,19,24,1878,550.0,2,8
13857,0,0,3.0,8,19,73,1662,500.0,2,8
13859,0,0,3.3,4,19,73,1662,200.0,2,8
13860,0,0,3.6,25,19,73,1419,400.0,2,8
13861,0,0,3.6,31,19,86,935,300.0,2,8
13867,0,0,3.7,16,19,37,1530,200.0,2,8
13868,0,0,3.5,12,19,73,1098,200.0,2,8
13870,0,0,3.4,6,19,73,1108,250.0,2,8
13880,0,0,3.0,16,19,73,1662,300.0,2,8
13882,0,0,3.1,7,19,73,1108,250.0,2,8
13883,0,0,3.5,47,19,36,1680,400.0,2,8
13887,0,0,3.3,4,19,73,2239,400.0,2,8
13888,0,0,3.0,13,19,73,1098,150.0,2,8
13889,0,0,2.8,41,19,73,1895,400.0,2,8
13890,0,0,3.3,5,19,73,843,300.0,2,8
13892,0,0,3.4,6,19,73,1204,150.0,2,8
13895,0,0,3.3,5,19,73,2164,250.0,2,8
13905,0,0,3.5,42,19,73,1597,400.0,2,8
13906,0,0,3.1,4,19,24,1635,700.0,2,8
13908,0,0,3.6,17,19,73,83,400.0,2,8
13909,0,0,3.5,8,19,73,1662,300.0,2,8
13910,0,0,2.9,95,19,24,704,500.0,2,8
13911,0,0,3.4,13,19,73,404,450.0,2,8
13914,0,0,3.1,4,19,36,1698,600.0,2,8
13915,0,0,3.8,57,19,73,1662,500.0,2,8
13918,1,0,3.6,18,19,62,49,200.0,2,8
13919,1,0,3.5,6,19,86,2242,350.0,2,8
13921,1,0,3.2,9,19,6,1214,1800.0,2,8
13923,1,0,3.3,12,19,73,1662,400.0,2,8
13927,0,0,3.4,9,19,36,1256,300.0,2,8
13932,1,0,3.1,64,19,16,479,600.0,2,8
13934,0,0,3.5,23,19,24,1742,1200.0,2,8
13935,1,0,3.6,14,19,24,1962,600.0,2,8
13936,1,0,3.6,13,19,83,1541,300.0,2,8
13937,0,0,3.0,29,19,73,2070,200.0,2,8
13939,1,0,2.9,17,19,0,222,250.0,2,8
13940,1,0,3.0,46,19,73,1666,250.0,2,8
13942,1,0,2.8,25,19,36,1641,300.0,2,8
13943,0,0,3.5,10,19,11,283,300.0,2,8
13946,0,0,3.4,20,19,24,814,700.0,2,8
13947,1,0,3.7,28,19,86,1662,250.0,2,8
13948,1,0,3.2,19,19,73,1041,150.0,2,8
13950,1,0,3.1,22,19,73,1949,300.0,2,8
13952,1,0,3.4,19,19,73,1454,400.0,2,8
13955,1,0,3.6,16,19,83,1541,400.0,2,8
13957,0,0,3.6,14,79,36,1272,300.0,2,8
13958,0,0,3.8,33,47,24,1597,300.0,2,8
13963,1,0,3.4,4,19,73,2239,400.0,2,8
13967,0,0,3.1,10,19,0,239,300.0,2,8
13970,1,0,3.3,4,19,16,604,400.0,2,8
13974,1,1,3.7,266,19,46,1957,2000.0,2,8
13975,1,1,4.5,863,19,26,2043,600.0,3,8
13976,1,0,3.3,37,19,0,230,600.0,3,8
13977,1,0,3.8,12,19,37,1041,250.0,3,8
13978,0,0,4.0,67,19,37,1310,200.0,3,8
13980,0,0,2.8,124,19,77,2017,250.0,3,8
13981,1,0,3.1,273,19,73,2048,400.0,3,8
13982,1,0,3.7,54,19,37,1310,450.0,3,8
13983,1,0,3.8,108,19,50,1310,250.0,3,8
13984,1,0,4.1,209,19,13,290,400.0,3,8
13985,1,0,3.0,60,19,37,239,500.0,3,8
13986,1,0,3.7,91,19,0,251,200.0,3,8
13987,0,0,3.3,4,19,20,513,300.0,3,8
13988,1,0,3.3,7,19,73,1541,150.0,3,8
13989,1,0,3.8,101,19,5,248,600.0,3,8
13990,0,0,3.5,17,19,24,982,900.0,3,8
13992,0,0,3.0,22,19,37,1530,250.0,3,8
13993,1,0,3.4,22,19,0,222,350.0,3,8
13995,1,0,3.7,56,19,17,505,400.0,3,8
13996,1,0,3.2,9,19,0,230,500.0,3,8
13997,1,0,3.4,12,19,73,2173,300.0,3,8
13998,1,1,3.5,89,19,24,1668,1000.0,3,8
13999,1,0,3.6,13,19,83,1541,300.0,3,8
14000,1,0,3.3,23,19,0,222,400.0,3,8
14001,0,0,3.8,29,19,11,1076,100.0,3,8
14002,0,0,3.4,5,19,44,1071,150.0,3,8
14003,1,0,2.9,17,19,0,222,250.0,3,8
14004,1,0,3.9,163,19,43,1061,250.0,3,8
14005,0,0,4.0,135,19,20,592,400.0,3,8
14006,1,0,2.6,64,19,5,237,400.0,3,8
14007,0,0,3.9,117,19,16,550,700.0,3,8
14009,1,0,3.7,61,19,37,1310,100.0,3,8
14010,1,0,3.8,60,19,0,230,400.0,3,8
14011,0,0,3.3,9,19,5,239,300.0,3,8
14020,0,0,3.1,10,19,0,239,300.0,3,8
14021,1,0,3.1,127,19,0,230,500.0,3,8
14022,1,0,3.4,5,19,37,1041,200.0,3,8
14024,1,0,3.3,4,19,16,604,400.0,3,8
14025,1,0,3.6,20,19,82,2018,500.0,3,8
14028,0,0,3.2,6,19,0,230,400.0,3,8
14035,0,0,3.7,13,19,37,1303,200.0,3,8
14038,0,0,3.4,11,19,37,1061,150.0,3,8
14039,0,0,3.2,4,19,24,2239,900.0,3,8
14041,0,0,3.2,4,19,37,1041,200.0,3,8
14042,0,0,3.7,16,19,37,1530,200.0,3,8
14044,1,0,2.8,44,19,16,510,600.0,3,8
14045,1,0,3.9,81,19,36,230,500.0,3,8
14046,0,1,4.7,544,19,24,219,1500.0,4,8
14047,0,1,3.7,177,19,24,882,1200.0,4,8
14048,0,1,4.4,809,19,71,977,1200.0,4,8
14049,0,1,4.3,1265,19,71,1001,1200.0,4,8
14050,0,1,4.3,1147,19,24,1831,1600.0,4,8
14052,1,1,4.5,863,19,26,2043,600.0,4,8
14053,1,0,4.2,882,19,24,1014,1100.0,4,8
14054,1,1,4.0,537,19,7,1932,1500.0,4,8
14055,1,1,4.3,1387,19,24,1730,900.0,4,8
14056,1,1,4.2,1137,19,24,1824,800.0,4,8
14057,0,1,4.3,169,19,6,1804,1400.0,4,8
14058,1,0,4.0,1369,19,24,401,600.0,4,8
14059,0,1,3.8,473,19,24,59,650.0,4,8
14060,1,0,4.1,354,19,16,683,700.0,4,8
14061,1,0,4.0,2043,19,24,419,800.0,4,8
14062,0,1,4.1,268,19,46,1615,3000.0,4,8
14063,0,1,4.3,385,19,24,2162,1500.0,4,8
14064,0,1,3.6,180,19,71,983,1300.0,4,8
14065,1,0,4.0,31,19,24,2239,400.0,4,8
14067,0,1,3.9,285,19,46,1825,2200.0,4,8
14068,1,0,3.9,407,19,73,85,450.0,4,8
14069,1,0,3.2,79,19,16,510,500.0,4,8
14070,1,0,3.7,294,19,24,1744,500.0,4,8
14071,1,0,3.9,678,19,24,415,800.0,4,8
14072,1,0,3.8,571,19,24,1425,600.0,4,8
14073,1,0,3.6,19,19,73,747,300.0,4,8
14074,0,0,3.8,115,19,24,732,1200.0,4,8
14075,0,1,4.0,415,19,24,1032,1400.0,4,8
14077,1,0,3.9,94,19,24,934,400.0,4,8
14079,1,0,3.6,98,19,24,1675,700.0,4,8
14080,1,1,3.9,418,19,24,2152,800.0,4,8
14081,0,0,3.6,213,19,24,2255,400.0,4,8
14082,0,0,3.9,44,19,24,1748,600.0,4,8
14083,1,0,3.8,523,19,24,54,450.0,4,8
14084,1,1,3.7,267,19,46,1957,2000.0,4,8
14085,1,0,3.7,159,19,16,591,400.0,4,8
14086,1,1,3.9,72,19,24,1662,600.0,4,8
14087,0,0,4.1,163,19,6,1214,1200.0,4,8
14088,1,0,3.1,1365,19,24,158,700.0,4,8
14089,1,0,3.1,64,19,16,479,600.0,4,8
14090,1,0,3.8,478,19,73,1668,400.0,4,8
14091,0,0,3.6,74,19,24,1662,500.0,4,8
14093,0,0,3.4,7,19,24,1415,700.0,4,8
14094,1,0,3.6,453,19,24,1597,600.0,4,8
14095,1,1,3.2,426,19,24,1704,900.0,4,8
14096,1,1,4.2,800,19,24,1597,750.0,4,8
14097,1,0,3.5,148,19,24,1885,700.0,4,8
14098,0,1,4.0,119,19,57,1221,2500.0,4,8
14099,1,1,3.2,9,19,24,1859,600.0,4,8
14100,0,1,3.5,49,19,57,1932,1500.0,4,8
14101,0,1,4.0,54,19,46,866,2200.0,4,8
14102,1,0,3.7,101,19,24,96,700.0,4,8
14103,1,1,3.4,183,19,25,820,900.0,4,8
14104,0,0,3.8,76,19,57,1214,1500.0,4,8
14105,1,0,3.4,173,19,24,127,650.0,4,8
14106,0,0,3.6,70,19,24,1963,800.0,4,8
14107,1,0,3.8,514,19,24,832,750.0,4,8
14108,0,0,3.4,7,19,24,1962,700.0,4,8
14110,1,0,3.9,419,19,73,2239,400.0,4,8
14111,1,0,2.9,380,19,24,1982,1000.0,4,8
14112,1,0,3.1,5,19,24,1662,500.0,4,8
14113,1,0,3.0,119,19,16,607,700.0,4,8
14114,1,0,3.2,7,19,16,1166,300.0,4,8
14115,0,0,3.8,49,19,73,406,400.0,4,8
14116,0,0,3.6,18,19,25,70,600.0,4,8
14117,0,0,3.5,17,19,24,982,900.0,4,8
14118,1,1,3.6,778,19,24,843,850.0,4,8
14119,0,1,3.6,116,19,6,882,1200.0,4,8
14120,1,0,3.2,154,19,24,74,450.0,4,8
14121,0,0,3.8,27,19,57,1379,1200.0,4,8
14122,0,1,4.0,63,19,46,1327,2500.0,4,8
14123,0,1,2.5,118,19,24,1698,850.0,4,8
14124,0,0,3.6,34,19,73,1597,400.0,4,8
14125,1,0,3.6,16,19,83,1541,400.0,4,8
14126,1,0,3.7,70,19,24,1662,500.0,4,8
14127,1,0,3.3,6,19,24,1748,700.0,4,8
14128,0,0,3.8,47,19,24,335,500.0,4,8
14129,0,0,3.0,57,19,24,1663,1000.0,4,8
14130,0,0,3.4,5,19,24,105,550.0,4,8
14131,0,0,3.1,83,19,24,1662,700.0,4,8
14132,1,0,3.7,56,19,17,505,400.0,4,8
14133,1,0,3.0,61,19,24,258,600.0,4,8
14134,1,1,3.5,89,19,24,1668,1000.0,4,8
